,Year NA,Rep NA,Site ,Date ,Microsite ,ID.notes NA,species,abun
2511,2024,6,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,3
2517,2024,6,Yucca,2024-04-21,open,NA,Erodium.cicutarium,3
2522,2024,7,Yucca,2024-04-21,open,NA,Erodium.cicutarium,2
2530,2024,8,Yucca,2024-04-21,open,NA,Erodium.cicutarium,10
2544,2024,10,Yucca,2024-04-21,open,NA,Erodium.cicutarium,2
2550,2024,11,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
2555,2024,12,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2558,2024,12,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
2575,2024,14,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
2587,2024,17,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2606,2024,19,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
2619,2024,21,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,2
2624,2024,23,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2647,2024,27,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2654,2024,28,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2657,2024,28,Yucca,2024-04-21,open,NA,Erodium.cicutarium,2
2661,2024,29,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2685,2024,32,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
2701,2024,36,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,3
2711,2024,37,Yucca,2024-04-21,shrub,NA,Erodium.cicutarium,1
2722,2024,38,Yucca,2024-04-21,open,NA,Erodium.cicutarium,1
1530,2023,30,HOM,2023-04-20,open,NA,Eschscholzia.glyptosperma,1
1634,2024,25,HOM,2024-04-25,shrub,NA,Eschscholzia.glyptosperma,1
1640,2024,26,HOM,2024-04-25,shrub,NA,Eschscholzia.glyptosperma,1
1645,2024,27,HOM,2024-04-25,shrub,NA,Eschscholzia.glyptosperma,1
1665,2024,29,HOM,2024-04-25,shrub,NA,Eschscholzia.glyptosperma,4
1668,2024,29,HOM,2024-04-25,open,NA,Eschscholzia.glyptosperma,1
1865,2024,22,Sheephole,2024-04-20,shrub,NA,Eschscholzia.glyptosperma,1
1728,2024,1,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1734,2024,2,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1737,2024,2,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,2
1740,2024,3,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1773,2024,7,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1785,2024,10,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1787,2024,11,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,2
1799,2024,12,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,9
1804,2024,13,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,3
1807,2024,13,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,2
1843,2024,18,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1847,2024,19,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1855,2024,21,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1858,2024,21,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,5
1863,2024,22,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,2
1866,2024,22,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,2
1867,2024,23,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,2
1869,2024,23,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1871,2024,24,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,2
1874,2024,24,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1875,2024,25,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1879,2024,25,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,2
1911,2024,31,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1940,2024,35,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
1948,2024,37,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,1
1950,2024,37,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,2
1954,2024,38,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,2
1957,2024,39,Sheephole,2024-04-20,shrub,NA,Eschscholzia.minutiflora,2
1958,2024,39,Sheephole,2024-04-20,open,NA,Eschscholzia.minutiflora,1
2200,2024,8,Tecopa,2024-04-16,shrub,,Eschscholzia.minutiflora,1
2204,2024,8,Tecopa,2024-04-16,open,,Eschscholzia.minutiflora,1
2214,2024,10,Tecopa,2024-04-16,shrub,,Eschscholzia.minutiflora,1
889,2024,23,Cuyama 1,2024-05-01,open,NA,Festuca.microstachys,1
521,2023,2,Cuyama 2,2023-04-28,open,NA,Festuca.microstachys,46
552,2023,7,Cuyama 2,2023-04-28,open,NA,Festuca.microstachys,1
995,2024,38,Cuyama 1,2024-05-01,shrub,NA,Festuca.microstachys,12
2401,2023,13,Yucca,2023-04-17,shrub,NA,Festuca.octoflora,1
2552,2024,11,Yucca,2024-04-21,open,NA,Festuca.octoflora,2
2565,2024,13,Yucca,2024-04-21,shrub,NA,Festuca.octoflora,5
2577,2024,14,Yucca,2024-04-21,open,NA,Festuca.octoflora,1
2728,2024,39,Yucca,2024-04-21,open,NA,Festuca.octoflora,5
1099,2024,6,Cuyama 2,2024-04-30,shrub,NA,fuzzypinnatecuy2 NA,1
2339,2023,2,Yucca,2023-04-17,shrub,NA,Delphinium.parishii,3
2347,2023,3,Yucca,2023-04-17,shrub,NA,Delphinium.parishii,3
2358,2023,5,Yucca,2023-04-17,shrub,NA,Delphinium.parishii,1
2465,2023,27,Yucca,2023-04-17,shrub,NA,Delphinium.parishii,1
2612,2024,20,Yucca,2024-04-21,open,NA,Gilia.clokeyi NA,1
2402,2023,13,Yucca,2023-04-17,shrub,NA,Globemallow. like bells,1
851,2024,18,Cuyama 1,2024-05-01,open,NA,Herniaria.cinerea,1
918,2024,27,Cuyama 1,2024-05-01,open,NA,Herniaria.cinerea,1
938,2024,30,Cuyama 1,2024-05-01,shrub,NA,Herniaria.cinerea,1
1013,2024,40,Cuyama 1,2024-05-01,open,NA,Herniaria.cinerea,1
365,2023,10,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,24
386,2023,14,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,5
391,2023,15,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,10
404,2023,17,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,13
419,2023,19,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,17
431,2023,20,Cuyama 1,2023-04-28,open,NA,Hordeum.murinum,3
447,2023,22,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,3
480,2023,26,Cuyama 1,2023-04-28,open,NA,Hordeum.murinum,32
485,2023,27,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,11
492,2023,28,Cuyama 1,2023-04-28,shrub,NA,Hordeum.murinum,3
616,2023,17,Cuyama 2,2023-04-28,shrub,NA,Hordeum.murinum,1
704,2023,28,Cuyama 2,2023-04-28,shrub,NA,Hordeum.murinum,45
713,2023,29,Cuyama 2,2023-04-28,shrub,NA,Hordeum.murinum,48
722,2023,30,Cuyama 2,2023-04-28,shrub,NA,Hordeum.murinum,34
1168,2024,16,Cuyama 2,2024-04-30,shrub,NA,Hordeum.murinum,17
1250,2024,25,Cuyama 2,2024-04-30,shrub,NA,Hordeum.murinum,58
1260,2024,26,Cuyama 2,2024-04-30,shrub,NA,Hordeum.murinum,18
1302,2024,30,Cuyama 2,2024-04-30,shrub,NA,Hordeum.murinum,21
596,2023,14,Cuyama 2,2023-04-28,open,NA,Lastarriaea.coriacea,1
650,2023,21,Cuyama 2,2023-04-28,open,NA,Lastarriaea.coriacea,4
702,2023,27,Cuyama 2,2023-04-28,open,NA,Lastarriaea.coriacea,1
315,2023,1,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,148
320,2023,2,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,58
325,2023,3,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,30
331,2023,4,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,152
336,2023,5,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,86
341,2023,6,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,106
346,2023,7,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,99
351,2023,8,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,103
360,2023,9,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,90
364,2023,10,Cuyama 1,2023-04-28,shrub,NA,Lasthenia.californica,1
369,2023,10,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,69
373,2023,11,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,106
376,2023,12,Cuyama 1,2023-04-28,shrub,NA,Lasthenia.californica,2
379,2023,12,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,47
381,2023,13,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,49
388,2023,14,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,108
393,2023,15,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,60
399,2023,16,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,76
403,2023,17,Cuyama 1,2023-04-28,shrub,NA,Lasthenia.californica,3
406,2023,17,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,48
414,2023,18,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,61
423,2023,19,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,51
430,2023,20,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,17
441,2023,21,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,33
446,2023,22,Cuyama 1,2023-04-28,shrub,NA,Lasthenia.californica,1
451,2023,22,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,42
458,2023,23,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,41
465,2023,24,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,10
473,2023,25,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,84
479,2023,26,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,51
488,2023,27,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,69
491,2023,28,Cuyama 1,2023-04-28,shrub,NA,Lasthenia.californica,2
497,2023,28,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,20
504,2023,29,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,64
510,2023,30,Cuyama 1,2023-04-28,open,NA,Lasthenia.californica,20
731,2024,1,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,228
736,2024,2,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,256
744,2024,3,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,192
751,2024,4,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,128
753,2024,5,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,1
756,2024,5,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,268
760,2024,6,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,8
767,2024,6,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,232
771,2024,7,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,5
775,2024,7,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,212
780,2024,8,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,200
784,2024,9,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,7
788,2024,9,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,260
791,2024,10,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,5
794,2024,10,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,216
797,2024,11,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,3
799,2024,11,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,288
804,2024,12,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,15
806,2024,12,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,260
810,2024,13,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,7
814,2024,13,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,196
818,2024,14,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,8
821,2024,14,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,208
825,2024,15,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,26
829,2024,15,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,292
833,2024,16,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,22
837,2024,16,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,168
841,2024,17,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,27
845,2024,17,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,172
848,2024,18,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,25
853,2024,18,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,165
857,2024,19,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,5
861,2024,19,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,124
864,2024,20,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,10
867,2024,20,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,41
871,2024,21,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,24
874,2024,21,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,336
881,2024,22,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,152
884,2024,23,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,11
888,2024,23,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,220
891,2024,24,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,1
896,2024,24,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,336
902,2024,25,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,152
907,2024,26,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,20
912,2024,26,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,244
920,2024,27,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,208
924,2024,28,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,9
927,2024,28,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,156
935,2024,29,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,168
942,2024,30,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,144
951,2024,31,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,204
955,2024,32,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,4
958,2024,32,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,240
962,2024,33,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,1
966,2024,33,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,188
971,2024,34,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,8
975,2024,34,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,200
980,2024,35,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,204
984,2024,36,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,15
988,2024,36,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,232
993,2024,37,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,212
997,2024,38,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,25
1001,2024,38,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,224
1003,2024,39,Cuyama 1,2024-05-01,shrub,NA,Lasthenia.californica,9
1009,2024,39,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,204
1015,2024,40,Cuyama 1,2024-05-01,open,NA,Lasthenia.californica,42
513,2023,1,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,116
517,2023,2,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,6
519,2023,2,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,96
525,2023,3,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,13
529,2023,3,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,68
531,2023,4,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,1
533,2023,4,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,46
539,2023,5,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,64
542,2023,6,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,10
546,2023,6,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,96
550,2023,7,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,104
554,2023,8,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,1
555,2023,8,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,126
558,2023,9,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,3
561,2023,9,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,28
564,2023,10,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,9
568,2023,10,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,92
572,2023,11,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,27
575,2023,12,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,3
579,2023,12,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,74
587,2023,13,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,27
594,2023,14,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,20
602,2023,15,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,30
613,2023,16,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,30
620,2023,17,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,65
623,2023,18,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,15
627,2023,18,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,39
630,2023,19,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,10
633,2023,19,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,52
636,2023,20,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,13
641,2023,20,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,46
645,2023,21,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,3
649,2023,21,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,28
656,2023,22,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,12
659,2023,22,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,53
662,2023,23,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,16
665,2023,23,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,82
668,2023,24,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,5
673,2023,24,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,43
680,2023,25,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,34
685,2023,26,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,15
692,2023,26,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,39
700,2023,27,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,18
709,2023,28,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,11
712,2023,29,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,1
717,2023,29,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,3
721,2023,30,Cuyama 2,2023-04-28,shrub,NA,Lasthenia.californica,7
727,2023,30,Cuyama 2,2023-04-28,open,NA,Lasthenia.californica,30
1020,2024,1,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,44
1026,2024,1,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,136
1033,2024,2,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,12
1038,2024,2,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,100
1043,2024,3,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,16
1049,2024,3,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,140
1054,2024,4,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,47
1060,2024,4,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,96
1067,2024,5,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,42
1076,2024,5,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,104
1105,2024,6,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,208
1091,2024,7,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,49
1097,2024,7,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,152
1080,2024,8,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,29
1086,2024,8,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,82
1110,2024,9,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,65
1114,2024,9,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,180
1117,2024,10,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,35
1122,2024,10,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,176
1125,2024,11,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,63
1128,2024,11,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,142
1132,2024,12,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,43
1136,2024,12,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,106
1142,2024,13,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,13
1148,2024,13,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,164
1152,2024,14,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,20
1157,2024,14,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,204
1160,2024,15,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,56
1164,2024,15,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,208
1167,2024,16,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,11
1173,2024,16,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,248
1177,2024,17,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,7
1181,2024,17,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,272
1184,2024,18,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,4
1189,2024,18,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,244
1194,2024,19,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,14
1199,2024,19,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,72
1208,2024,20,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,136
1212,2024,21,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,8
1217,2024,21,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,264
1221,2024,22,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,4
1225,2024,22,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,240
1231,2024,23,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,27
1233,2024,23,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,324
1238,2024,24,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,1
1243,2024,24,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,58
1249,2024,25,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,7
1255,2024,25,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,100
1259,2024,26,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,16
1265,2024,26,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,198
1269,2024,27,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,12
1275,2024,27,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,208
1279,2024,28,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,4
1285,2024,28,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,196
1289,2024,29,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,6
1298,2024,29,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,33
1301,2024,30,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,30
1307,2024,30,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,284
1311,2024,31,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,11
1317,2024,31,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,208
1325,2024,32,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,108
1329,2024,33,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,106
1336,2024,33,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,148
1339,2024,34,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,6
1344,2024,34,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,204
1355,2024,35,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,16
1359,2024,35,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,292
1348,2024,36,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,7
1351,2024,36,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,236
1363,2024,37,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,54
1370,2024,37,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,172
1373,2024,38,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,4
1379,2024,38,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,93
1381,2024,39,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,7
1384,2024,39,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,148
1387,2024,40,Cuyama 2,2024-04-30,shrub,NA,Lasthenia.californica,26
1390,2024,40,Cuyama 2,2024-04-30,open,NA,Lasthenia.californica,164
2379,2023,9,Yucca,2023-04-17,open,NA,Lepidium.lasiocarpum,1
2386,2023,10,Yucca,2023-04-17,open,NA,Lepidium.lasiocarpum,1
2725,2024,39,Yucca,2024-04-21,shrub,NA,Lepidium.lasiocarpum,4
1428,2023,9,HOM,2023-04-20,shrub,NA,Lepidium.lasiocarpum,1
1443,2023,12,HOM,2023-04-20,shrub,NA,Lepidium.lasiocarpum,1
1485,2023,19,HOM,2023-04-20,open,NA,Lepidium.lasiocarpum,2
1532,2024,1,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,1
1539,2024,3,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,1
1544,2024,4,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,3
1556,2024,8,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,6
1568,2024,11,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,1
1572,2024,11,HOM,2024-04-25,open,NA,Lepidium.lasiocarpum,1
1580,2024,13,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,4
1585,2024,14,HOM,2024-04-25,open,NA,Lepidium.lasiocarpum,1
1589,2024,15,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,2
1594,2024,16,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,1
1605,2024,18,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,1
1621,2024,21,HOM,2024-04-25,shrub,NA,Lepidium.lasiocarpum,3
